id,created_at,lang,text,retweet_count,reply_count,like_count,quote_count,sentiment,gender
2000513,2022-12-25 16:22:00,en,I hate calculus so much,306,62,803,42,negative,female
2000514,2022-06-01 22:42:00,en,Math class is scheduled at 2pm,231,44,595,34,neutral,female
2000515,2022-11-07 19:52:00,en,Completely lost in statistics class,358,22,423,19,negative,other
2000516,2023-09-30 03:54:00,en,Math club meets today,404,83,282,27,neutral,female
2000517,2024-02-04 20:22:00,en,I can't handle these equations anymore,180,11,78,3,negative,female
2000518,2023-12-18 17:12:00,en,Proud of my progress in math class,83,0,284,11,positive,other
2000519,2023-12-15 08:18:00,en,Statistics can actually be fun,225,11,966,31,positive,male
2000520,2023-03-30 20:14:00,en,This math homework is giving me a headache,420,21,199,24,negative,other
2000521,2021-08-24 16:25:00,en,Solved 5 problems in my math workbook,113,92,298,14,neutral,male
2000522,2024-03-08 05:26:00,en,Working on some algebra problems,445,35,540,7,neutral,female
2000523,2023-10-31 07:45:00,en,Math anxiety is ruining my grades,188,82,553,14,negative,other
2000524,2022-07-07 23:18:00,en,Going over my statistics assignment,273,24,744,46,neutral,male
2000525,2023-03-27 01:10:00,en,My brain freezes when I see math problems,28,46,553,46,negative,female
2000526,2023-10-10 06:06:00,en,My brain freezes when I see math problems,7,24,567,19,negative,other
2000527,2021-02-17 19:35:00,en,Math anxiety is ruining my grades,8,14,582,11,negative,male
2000528,2021-06-01 19:13:00,en,Statistics can actually be fun,378,60,282,2,positive,female
2000529,2024-10-06 11:20:00,en,Math club meets today,316,77,167,31,neutral,male
2000530,2023-05-25 05:09:00,en,Learning math makes me feel accomplished,417,51,750,49,positive,female
2000531,2022-05-01 03:09:00,en,Had a great study session with friends for math,493,31,127,18,positive,other
2000532,2024-05-29 10:20:00,en,Studying math for tomorrow's class,236,53,149,41,neutral,other
2000533,2021-11-22 05:48:00,en,Statistics can actually be fun,140,3,472,50,positive,other
2000534,2023-11-23 14:28:00,en,Panic sets in every time I open my math textbook,299,79,246,29,negative,female
2000535,2023-05-24 17:52:00,en,Reviewing geometry notes,371,13,74,23,neutral,other
2000536,2022-05-15 23:12:00,en,Math anxiety is ruining my grades,218,84,244,37,negative,other
2000537,2021-09-13 08:35:00,en,My brain freezes when I see math problems,166,99,32,14,negative,male
2000538,2021-05-12 13:57:00,en,Practicing some math exercises,391,54,310,11,neutral,other
2000539,2024-08-25 19:54:00,en,"Failed my math test again, so frustrated",83,20,868,7,negative,female
2000540,2022-12-20 11:23:00,en,Studying math for tomorrow's class,375,88,29,39,neutral,male
2000541,2022-07-30 01:10:00,en,Math club meets today,264,13,971,7,neutral,male
2000542,2024-04-02 16:55:00,en,Scored 100% on my algebra test!,449,78,117,31,positive,female
2000543,2024-01-17 06:08:00,en,Reviewing geometry notes,78,92,624,37,neutral,other
2000544,2022-09-08 21:29:00,en,Working on some algebra problems,369,30,61,38,neutral,other
2000545,2023-11-01 21:34:00,en,Solved 5 problems in my math workbook,281,50,277,22,neutral,other
2000546,2022-01-27 16:12:00,en,I can't handle these equations anymore,345,68,192,37,negative,male
2000547,2023-11-08 11:20:00,en,I can't handle these equations anymore,365,39,842,40,negative,other
2000548,2024-06-28 19:33:00,en,Feeling confident for my math exam,82,92,478,4,positive,other
2000549,2021-05-20 18:03:00,en,Working on some algebra problems,322,3,305,34,neutral,female
2000550,2021-09-15 23:04:00,en,Why is trigonometry so hard?,251,6,540,49,negative,other
2000551,2021-11-17 11:53:00,en,Completely lost in statistics class,348,9,353,41,negative,female
2000552,2022-04-01 22:41:00,en,Math class is scheduled at 2pm,315,17,936,37,neutral,male
2000553,2021-05-23 07:04:00,en,I hate calculus so much,198,36,24,6,negative,other
2000554,2024-09-28 15:53:00,en,Working on some algebra problems,90,55,66,41,neutral,female
2000555,2024-02-26 09:07:00,en,Going over my statistics assignment,33,3,242,18,neutral,other
2000556,2023-11-08 17:18:00,en,Why is trigonometry so hard?,400,68,94,16,negative,female
2000557,2022-12-05 23:19:00,en,Statistics can actually be fun,110,15,444,35,positive,male
2000558,2021-10-01 20:04:00,en,Feeling stressed before my algebra exam,254,68,66,9,negative,female
2000559,2022-10-01 02:29:00,en,Completely lost in statistics class,232,43,218,28,negative,male
2000560,2022-09-23 09:56:00,en,Learning math makes me feel accomplished,52,49,990,14,positive,other
2000561,2023-06-25 23:54:00,en,Practicing some math exercises,303,61,919,1,neutral,female
2000562,2023-06-22 01:35:00,en,Studying math for tomorrow's class,383,37,896,9,neutral,female
2000563,2022-05-01 08:31:00,en,Math class is scheduled at 2pm,367,52,554,46,neutral,male
2000564,2024-09-22 05:10:00,en,Statistics can actually be fun,218,20,2,38,positive,other
2000565,2024-10-18 07:47:00,en,Feeling stressed before my algebra exam,342,79,52,49,negative,female
2000566,2022-05-16 23:12:00,en,My brain freezes when I see math problems,476,66,598,3,negative,other
2000567,2022-01-05 11:00:00,en,My brain freezes when I see math problems,98,48,349,17,negative,male
2000568,2024-12-25 18:10:00,en,This math homework is giving me a headache,372,42,608,18,negative,male
2000569,2024-05-11 12:36:00,en,Statistics can actually be fun,328,71,932,24,positive,female
2000570,2024-01-25 22:13:00,en,Completely lost in statistics class,400,36,325,27,negative,other
2000571,2023-09-07 00:52:00,en,I hate calculus so much,29,27,814,6,negative,other
2000572,2021-04-04 19:59:00,en,My brain freezes when I see math problems,167,27,623,21,negative,female
2000573,2022-03-28 12:00:00,en,Working on some algebra problems,433,28,215,46,neutral,other
2000574,2022-05-19 21:53:00,en,Completely lost in statistics class,144,80,865,10,negative,male
2000575,2021-07-18 13:23:00,en,Completely lost in statistics class,166,54,797,30,negative,male
2000576,2023-01-07 10:22:00,en,Finally understood calculus and feeling great!,120,69,889,11,positive,male
2000577,2022-08-28 08:31:00,en,Math class is scheduled at 2pm,128,3,114,24,neutral,other
2000578,2021-12-13 16:59:00,en,Had a great study session with friends for math,483,5,899,16,positive,other
2000579,2021-09-02 16:23:00,en,Math class is scheduled at 2pm,117,45,978,28,neutral,male
2000580,2023-05-10 02:28:00,en,Going over my statistics assignment,255,30,937,39,neutral,other
2000581,2021-07-26 04:37:00,en,Had a great study session with friends for math,48,20,971,29,positive,female
2000582,2021-03-29 13:47:00,en,Math anxiety is ruining my grades,167,89,301,13,negative,male
2000583,2023-02-21 02:35:00,en,Panic sets in every time I open my math textbook,308,12,502,17,negative,female
2000584,2023-06-24 06:40:00,en,Working on some algebra problems,84,0,448,1,neutral,female
2000585,2022-03-18 19:49:00,en,Panic sets in every time I open my math textbook,339,91,502,40,negative,female
2000586,2024-03-08 14:10:00,en,Panic sets in every time I open my math textbook,221,95,604,21,negative,female
2000587,2024-03-04 15:40:00,en,My brain freezes when I see math problems,309,46,238,11,negative,female
2000588,2022-06-09 01:19:00,en,Completely lost in statistics class,194,23,123,44,negative,female
2000589,2021-07-04 07:40:00,en,I can't handle these equations anymore,265,87,321,21,negative,other
2000590,2022-02-01 21:56:00,en,Math puzzles are the best brain exercise,329,89,382,23,positive,female
2000591,2021-09-29 00:12:00,en,Completely lost in statistics class,280,50,420,28,negative,other
2000592,2024-10-13 10:22:00,en,Solved 5 problems in my math workbook,25,27,125,36,neutral,other
2000593,2024-11-05 12:01:00,en,Panic sets in every time I open my math textbook,257,17,266,29,negative,male
2000594,2024-06-02 23:23:00,en,Math club meets today,295,15,384,10,neutral,male
2000595,2024-10-19 00:08:00,en,Learning math makes me feel accomplished,124,98,922,14,positive,female
2000596,2021-12-02 04:13:00,en,Completely lost in statistics class,229,17,414,26,negative,other
2000597,2022-12-19 20:17:00,en,Math is challenging but I love it,170,94,118,46,positive,other
2000598,2023-11-03 08:56:00,en,Math anxiety is ruining my grades,497,8,918,15,negative,other
2000599,2021-04-22 23:01:00,en,Reviewing geometry notes,340,47,929,10,neutral,other
2000600,2022-08-25 17:43:00,en,Had a great study session with friends for math,227,47,884,40,positive,other
2000601,2022-02-20 19:42:00,en,Scored 100% on my algebra test!,449,75,627,12,positive,male
2000602,2021-07-30 21:44:00,en,This math homework is giving me a headache,50,15,526,1,negative,female
2000603,2023-04-07 01:48:00,en,Math club meets today,106,54,820,10,neutral,female
2000604,2021-04-24 02:59:00,en,Working on some algebra problems,154,62,386,19,neutral,female
2000605,2021-03-10 05:44:00,en,Completely lost in statistics class,47,88,315,2,negative,male
2000606,2024-10-31 01:58:00,en,I hate calculus so much,315,26,656,50,negative,male
2000607,2023-03-02 21:11:00,en,Studying math for tomorrow's class,183,61,202,3,neutral,female
2000608,2023-12-06 10:48:00,en,I hate calculus so much,424,14,332,18,negative,male
2000609,2023-11-16 02:24:00,en,Math anxiety is ruining my grades,461,14,178,45,negative,male
2000610,2021-01-11 10:38:00,en,"Failed my math test again, so frustrated",165,75,14,9,negative,other
2000611,2024-08-29 17:30:00,en,Practicing some math exercises,453,64,68,5,neutral,other
2000612,2021-05-21 09:06:00,en,Why is trigonometry so hard?,84,68,302,9,negative,female
2000613,2022-11-13 01:31:00,en,Statistics can actually be fun,442,10,264,17,positive,male
2000614,2024-04-04 02:20:00,en,Proud of my progress in math class,237,27,104,1,positive,female
2000615,2022-04-03 18:38:00,en,Finally understood calculus and feeling great!,78,55,669,27,positive,male
2000616,2024-03-21 21:37:00,en,I can't handle these equations anymore,369,2,762,11,negative,male
2000617,2022-05-31 05:10:00,en,Proud of my progress in math class,309,15,886,9,positive,other
2000618,2021-07-09 17:15:00,en,Learning math makes me feel accomplished,3,84,709,38,positive,female
2000619,2021-12-18 13:26:00,en,Learning math makes me feel accomplished,299,80,216,33,positive,other
2000620,2021-09-23 08:38:00,en,Math club meets today,496,99,48,15,neutral,female
2000621,2023-09-21 07:51:00,en,Math is challenging but I love it,27,34,239,36,positive,female
2000622,2024-07-13 08:44:00,en,Math anxiety is ruining my grades,223,100,480,43,negative,male
2000623,2024-08-05 21:47:00,en,Practicing some math exercises,322,67,154,1,neutral,female
2000624,2021-11-05 05:47:00,en,Going over my statistics assignment,179,87,509,47,neutral,other
2000625,2022-11-22 15:00:00,en,My brain freezes when I see math problems,176,26,502,6,negative,male
2000626,2021-03-04 03:57:00,en,Learning math makes me feel accomplished,446,8,286,10,positive,female
2000627,2024-11-24 00:48:00,en,Statistics can actually be fun,457,8,503,37,positive,male
2000628,2022-08-25 10:54:00,en,Completely lost in statistics class,189,82,728,45,negative,male
2000629,2022-07-12 16:21:00,en,Feeling confident for my math exam,456,97,99,26,positive,other
2000630,2024-04-16 15:28:00,en,Working on some algebra problems,264,32,178,35,neutral,other
2000631,2024-02-21 09:53:00,en,Math is challenging but I love it,149,8,240,2,positive,male
2000632,2021-03-22 04:11:00,en,My brain freezes when I see math problems,466,66,496,36,negative,female
2000633,2022-05-17 21:19:00,en,My brain freezes when I see math problems,317,5,53,47,negative,male
2000634,2023-08-13 03:40:00,en,Working on some algebra problems,446,93,885,50,neutral,other
2000635,2024-12-23 03:40:00,en,Math puzzles are the best brain exercise,220,96,97,47,positive,male
2000636,2024-05-15 08:43:00,en,"Failed my math test again, so frustrated",269,34,650,22,negative,male
2000637,2024-05-29 08:52:00,en,Math is challenging but I love it,154,28,972,26,positive,female
2000638,2023-08-12 19:14:00,en,My brain freezes when I see math problems,426,24,322,40,negative,female
2000639,2021-07-10 07:51:00,en,Scored 100% on my algebra test!,403,100,51,0,positive,female
2000640,2023-01-14 02:37:00,en,Math puzzles are the best brain exercise,150,14,533,43,positive,female
2000641,2022-06-10 17:22:00,en,Completely lost in statistics class,183,62,300,19,negative,male
2000642,2023-08-24 00:11:00,en,This math homework is giving me a headache,452,75,747,26,negative,female
2000643,2024-08-23 03:54:00,en,This math homework is giving me a headache,20,42,620,22,negative,female
2000644,2023-12-29 17:15:00,en,Feeling stressed before my algebra exam,258,54,531,4,negative,male
2000645,2024-12-19 11:58:00,en,Completely lost in statistics class,358,7,925,31,negative,female
2000646,2021-09-11 06:26:00,en,Had a great study session with friends for math,326,73,877,36,positive,male
2000647,2024-11-06 02:41:00,en,"Failed my math test again, so frustrated",419,79,408,22,negative,other
2000648,2023-01-05 19:10:00,en,Feeling confident for my math exam,138,21,287,50,positive,other
2000649,2022-02-26 03:34:00,en,Scored 100% on my algebra test!,130,82,91,27,positive,other
2000650,2022-07-01 18:59:00,en,I can't handle these equations anymore,135,78,203,39,negative,other
2000651,2024-10-09 14:55:00,en,Completely lost in statistics class,122,80,225,36,negative,female
2000652,2024-06-19 10:33:00,en,Completely lost in statistics class,133,97,632,23,negative,other
2000653,2022-10-25 15:14:00,en,Solved 5 problems in my math workbook,27,8,779,32,neutral,male
2000654,2021-01-13 02:11:00,en,I hate calculus so much,375,46,205,23,negative,female
2000655,2023-09-07 21:33:00,en,Completely lost in statistics class,490,82,856,22,negative,other
2000656,2023-06-06 21:48:00,en,Studying math for tomorrow's class,234,37,855,44,neutral,male
2000657,2023-01-03 13:40:00,en,I hate calculus so much,261,18,802,36,negative,male
2000658,2023-12-10 09:58:00,en,"Failed my math test again, so frustrated",264,12,444,2,negative,other
2000659,2021-10-07 12:13:00,en,Completely lost in statistics class,385,24,891,39,negative,male
2000660,2023-05-18 05:45:00,en,Panic sets in every time I open my math textbook,224,2,384,45,negative,female
2000661,2022-10-13 17:43:00,en,Why is trigonometry so hard?,171,89,441,21,negative,male
2000662,2021-05-23 23:21:00,en,Scored 100% on my algebra test!,268,36,848,44,positive,other
2000663,2023-04-17 23:23:00,en,Why is trigonometry so hard?,485,39,790,38,negative,other
2000664,2023-10-22 21:11:00,en,"Failed my math test again, so frustrated",129,53,760,23,negative,female
2000665,2024-02-12 06:18:00,en,Math club meets today,160,68,615,23,neutral,other
2000666,2021-11-21 14:47:00,en,Practicing some math exercises,496,84,826,25,neutral,male
2000667,2023-05-23 08:44:00,en,Why is trigonometry so hard?,287,51,601,21,negative,other
2000668,2022-05-30 23:23:00,en,Practicing some math exercises,454,48,674,22,neutral,other
2000669,2024-10-30 04:14:00,en,This math homework is giving me a headache,253,45,818,31,negative,other
2000670,2024-03-16 09:46:00,en,Feeling stressed before my algebra exam,324,35,951,36,negative,male
2000671,2024-05-30 19:47:00,en,Completely lost in statistics class,331,14,620,39,negative,male
2000672,2022-04-24 02:59:00,en,I hate calculus so much,69,89,168,36,negative,male
2000673,2022-02-22 21:44:00,en,I can't handle these equations anymore,305,81,889,45,negative,female
2000674,2023-10-07 01:04:00,en,Scored 100% on my algebra test!,127,93,71,9,positive,female
2000675,2023-11-21 14:48:00,en,I hate calculus so much,361,98,308,6,negative,other
2000676,2021-06-28 22:22:00,en,Attending a calculus lecture this afternoon,469,79,663,2,neutral,female
2000677,2021-03-07 01:02:00,en,Panic sets in every time I open my math textbook,239,74,328,11,negative,female
2000678,2024-06-19 04:42:00,en,Math puzzles are the best brain exercise,400,94,599,47,positive,male
2000679,2023-09-28 18:34:00,en,Math is challenging but I love it,354,4,105,48,positive,male
2000680,2022-06-16 06:28:00,en,Math anxiety is ruining my grades,443,70,48,29,negative,male
2000681,2021-12-12 17:55:00,en,I hate calculus so much,401,56,401,0,negative,male
2000682,2021-02-11 05:33:00,en,Math anxiety is ruining my grades,330,98,928,6,negative,female
2000683,2022-02-07 11:40:00,en,Working on some algebra problems,46,22,567,34,neutral,female
2000684,2022-12-16 03:22:00,en,Math class is scheduled at 2pm,42,47,911,40,neutral,female
2000685,2022-10-07 21:14:00,en,Panic sets in every time I open my math textbook,12,31,803,22,negative,male
2000686,2022-08-31 23:41:00,en,Panic sets in every time I open my math textbook,438,91,637,22,negative,other
2000687,2022-02-01 21:14:00,en,Why is trigonometry so hard?,336,83,842,12,negative,female
2000688,2021-10-23 12:26:00,en,I can't handle these equations anymore,364,5,602,41,negative,male
2000689,2022-08-04 12:47:00,en,Proud of my progress in math class,483,45,337,1,positive,female
2000690,2023-07-22 00:51:00,en,Statistics can actually be fun,134,68,223,23,positive,female
2000691,2024-02-09 12:31:00,en,Why is trigonometry so hard?,240,26,839,14,negative,other
2000692,2022-03-31 20:37:00,en,Proud of my progress in math class,277,93,136,14,positive,male
2000693,2022-12-05 09:53:00,en,Math class is scheduled at 2pm,333,28,372,46,neutral,male
2000694,2023-04-19 02:06:00,en,I can't handle these equations anymore,351,84,384,22,negative,male
2000695,2021-08-17 06:21:00,en,Math class is scheduled at 2pm,469,3,587,3,neutral,female
2000696,2023-08-29 03:18:00,en,Enjoying solving complex equations,124,39,785,14,positive,male
2000697,2022-04-16 07:26:00,en,Enjoying solving complex equations,359,5,588,36,positive,male
2000698,2022-11-16 08:10:00,en,Studying math for tomorrow's class,22,46,143,4,neutral,male
2000699,2022-01-19 03:25:00,en,Learning math makes me feel accomplished,147,39,246,41,positive,female
2000700,2022-04-27 20:16:00,en,I can't handle these equations anymore,129,99,764,25,negative,other
2000701,2022-01-13 20:23:00,en,"Failed my math test again, so frustrated",59,58,11,25,negative,male
2000702,2021-07-12 14:40:00,en,Going over my statistics assignment,104,59,258,39,neutral,male
2000703,2023-05-28 12:53:00,en,Math is challenging but I love it,204,19,681,28,positive,female
2000704,2023-04-13 04:08:00,en,Feeling confident for my math exam,86,55,982,26,positive,female
2000705,2022-08-07 15:58:00,en,Solved 5 problems in my math workbook,371,47,642,13,neutral,female
2000706,2023-04-21 12:28:00,en,Panic sets in every time I open my math textbook,430,1,736,6,negative,female
2000707,2023-10-17 05:10:00,en,I hate calculus so much,447,35,581,24,negative,male
2000708,2021-05-20 19:55:00,en,This math homework is giving me a headache,35,90,739,0,negative,male
2000709,2021-11-29 03:16:00,en,Completely lost in statistics class,81,67,44,18,negative,male
2000710,2023-08-06 21:09:00,en,I can't handle these equations anymore,273,59,633,30,negative,other
2000711,2021-12-03 17:25:00,en,Why is trigonometry so hard?,464,6,886,10,negative,other
2000712,2021-01-23 19:24:00,en,My brain freezes when I see math problems,467,58,220,30,negative,other
2000713,2021-12-10 00:16:00,en,This math homework is giving me a headache,487,99,732,27,negative,female
2000714,2024-04-12 20:31:00,en,I can't handle these equations anymore,208,41,494,31,negative,male
2000715,2022-05-17 15:58:00,en,"Failed my math test again, so frustrated",162,27,904,12,negative,male
2000716,2021-06-28 21:32:00,en,I hate calculus so much,166,6,854,2,negative,other
2000717,2021-10-24 11:11:00,en,My brain freezes when I see math problems,157,52,654,30,negative,male
2000718,2023-05-25 22:37:00,en,My brain freezes when I see math problems,364,6,524,21,negative,male
2000719,2024-12-15 19:02:00,en,"Failed my math test again, so frustrated",354,100,450,6,negative,female
2000720,2022-01-16 23:51:00,en,Reviewing geometry notes,189,88,232,43,neutral,female
2000721,2021-12-04 03:16:00,en,Math is challenging but I love it,133,85,632,4,positive,male
2000722,2024-08-18 18:43:00,en,My brain freezes when I see math problems,447,55,269,20,negative,other
2000723,2023-08-29 15:45:00,en,I hate calculus so much,32,64,103,13,negative,female
2000724,2023-06-08 08:47:00,en,Math class is scheduled at 2pm,390,13,206,37,neutral,other
2000725,2023-10-22 05:37:00,en,Reviewing geometry notes,39,82,562,5,neutral,male
2000726,2022-01-03 11:58:00,en,Learning about derivatives and integrals,163,98,481,40,neutral,female
2000727,2022-07-08 09:51:00,en,"Failed my math test again, so frustrated",478,88,464,37,negative,male
2000728,2021-11-08 00:07:00,en,I can't handle these equations anymore,443,62,821,35,negative,male
2000729,2022-10-08 22:46:00,en,My brain freezes when I see math problems,16,75,183,48,negative,male
2000730,2023-05-05 01:49:00,en,Enjoying solving complex equations,377,82,591,18,positive,female
2000731,2024-11-04 11:44:00,en,This math homework is giving me a headache,454,53,346,20,negative,other
2000732,2022-03-19 11:45:00,en,Enjoying solving complex equations,409,8,663,33,positive,male
2000733,2021-07-15 02:44:00,en,Learning about derivatives and integrals,91,71,998,8,neutral,female
2000734,2022-02-03 21:34:00,en,Panic sets in every time I open my math textbook,430,7,917,27,negative,female
2000735,2022-05-07 04:51:00,en,Statistics can actually be fun,299,7,799,39,positive,male
2000736,2022-04-19 05:21:00,en,Math club meets today,430,88,483,4,neutral,female
2000737,2024-05-21 16:16:00,en,Attending a calculus lecture this afternoon,319,50,700,8,neutral,other
2000738,2022-11-18 19:21:00,en,Reviewing geometry notes,204,43,170,1,neutral,male
2000739,2024-05-15 21:52:00,en,This math homework is giving me a headache,7,61,51,3,negative,other
2000740,2024-02-02 18:28:00,en,Finally understood calculus and feeling great!,353,64,226,21,positive,male
2000741,2023-08-11 21:21:00,en,This math homework is giving me a headache,242,9,50,5,negative,female
2000742,2024-05-27 08:16:00,en,My brain freezes when I see math problems,108,32,860,34,negative,male
2000743,2021-03-17 01:23:00,en,This math homework is giving me a headache,16,81,370,13,negative,male
2000744,2021-02-02 18:12:00,en,I hate calculus so much,9,40,874,24,negative,other
2000745,2023-04-14 14:26:00,en,"Failed my math test again, so frustrated",69,91,95,9,negative,male
2000746,2023-08-28 00:48:00,en,"Failed my math test again, so frustrated",449,97,408,43,negative,female
2000747,2023-08-17 13:08:00,en,Attending a calculus lecture this afternoon,66,75,725,17,neutral,female
2000748,2024-01-04 07:15:00,en,Why is trigonometry so hard?,29,10,739,1,negative,female
2000749,2023-03-01 05:18:00,en,Proud of my progress in math class,21,88,295,12,positive,female
2000750,2022-10-30 09:16:00,en,Math anxiety is ruining my grades,31,50,56,5,negative,male
2000751,2022-07-17 00:48:00,en,Working on some algebra problems,114,49,433,1,neutral,male
2000752,2024-01-12 05:06:00,en,Why is trigonometry so hard?,36,4,790,18,negative,other
2000753,2024-02-16 17:37:00,en,Had a great study session with friends for math,443,86,348,6,positive,female
2000754,2024-05-26 15:59:00,en,Attending a calculus lecture this afternoon,324,4,525,40,neutral,female
2000755,2021-08-11 06:30:00,en,Learning about derivatives and integrals,387,93,976,43,neutral,other
2000756,2023-07-10 23:56:00,en,Statistics can actually be fun,92,58,481,24,positive,other
2000757,2023-02-13 05:44:00,en,This math homework is giving me a headache,189,72,463,32,negative,male
2000758,2021-12-11 07:05:00,en,"Failed my math test again, so frustrated",500,24,909,27,negative,male
2000759,2024-04-08 15:22:00,en,Why is trigonometry so hard?,113,6,368,34,negative,male
2000760,2024-04-08 17:48:00,en,Learning about derivatives and integrals,421,46,736,44,neutral,other
2000761,2022-03-08 15:22:00,en,Why is trigonometry so hard?,237,57,659,50,negative,male
2000762,2024-10-04 07:39:00,en,Attending a calculus lecture this afternoon,495,43,379,40,neutral,other
2000763,2023-08-09 09:15:00,en,Solved 5 problems in my math workbook,443,14,426,32,neutral,female
2000764,2022-05-31 11:43:00,en,Completely lost in statistics class,119,53,710,45,negative,other
2000765,2024-05-02 07:14:00,en,Proud of my progress in math class,79,9,135,1,positive,male
2000766,2021-08-13 02:46:00,en,Proud of my progress in math class,343,59,703,1,positive,male
2000767,2022-09-13 16:35:00,en,I can't handle these equations anymore,80,59,996,25,negative,male
2000768,2024-12-22 13:16:00,en,Studying math for tomorrow's class,154,54,774,9,neutral,female
2000769,2021-12-25 02:59:00,en,Finally understood calculus and feeling great!,496,28,385,1,positive,other
2000770,2022-10-18 03:43:00,en,Finally understood calculus and feeling great!,374,21,323,21,positive,male
2000771,2024-12-22 02:17:00,en,Feeling stressed before my algebra exam,289,57,790,37,negative,other
2000772,2024-11-13 21:01:00,en,Math puzzles are the best brain exercise,198,63,294,8,positive,female
2000773,2022-10-03 23:51:00,en,"Failed my math test again, so frustrated",387,87,733,32,negative,female
2000774,2021-09-13 05:05:00,en,Math class is scheduled at 2pm,242,8,511,50,neutral,male
2000775,2021-06-10 10:06:00,en,This math homework is giving me a headache,84,63,235,23,negative,other
2000776,2021-09-07 21:18:00,en,My brain freezes when I see math problems,210,0,526,48,negative,other
2000777,2022-05-13 05:54:00,en,Had a great study session with friends for math,311,79,540,7,positive,other
2000778,2023-01-28 17:40:00,en,"Failed my math test again, so frustrated",397,13,301,18,negative,female
2000779,2022-11-30 02:34:00,en,Proud of my progress in math class,284,63,207,4,positive,male
2000780,2021-03-13 06:05:00,en,Finally understood calculus and feeling great!,438,69,457,33,positive,male
2000781,2023-08-22 11:46:00,en,Solved 5 problems in my math workbook,286,15,895,6,neutral,other
2000782,2023-03-20 01:31:00,en,Math anxiety is ruining my grades,432,15,102,17,negative,other
2000783,2024-01-09 04:44:00,en,Solved 5 problems in my math workbook,347,31,882,15,neutral,female
2000784,2023-06-08 13:15:00,en,Panic sets in every time I open my math textbook,450,85,905,48,negative,male
2000785,2023-04-28 21:49:00,en,My brain freezes when I see math problems,172,43,197,15,negative,other
2000786,2024-08-14 04:50:00,en,Why is trigonometry so hard?,360,60,113,9,negative,other
2000787,2023-10-08 02:51:00,en,Scored 100% on my algebra test!,63,16,332,17,positive,male
2000788,2024-01-20 15:42:00,en,Math anxiety is ruining my grades,285,93,255,21,negative,female
2000789,2024-11-28 02:36:00,en,Finally understood calculus and feeling great!,463,78,137,43,positive,other
2000790,2021-06-12 23:04:00,en,Math puzzles are the best brain exercise,57,74,402,49,positive,female
2000791,2021-01-06 17:59:00,en,Practicing some math exercises,432,36,449,5,neutral,female
2000792,2022-05-25 11:42:00,en,"Failed my math test again, so frustrated",58,5,576,5,negative,female
2000793,2022-03-02 18:17:00,en,"Failed my math test again, so frustrated",51,19,611,43,negative,female
2000794,2021-01-30 21:40:00,en,Panic sets in every time I open my math textbook,69,13,691,2,negative,other
2000795,2024-10-03 17:11:00,en,I hate calculus so much,300,37,119,34,negative,female
2000796,2023-10-25 02:06:00,en,Statistics can actually be fun,441,100,744,9,positive,female
2000797,2024-07-03 17:13:00,en,"Failed my math test again, so frustrated",171,91,674,7,negative,male
2000798,2021-10-21 00:26:00,en,Attending a calculus lecture this afternoon,333,94,172,17,neutral,female
2000799,2024-05-19 07:22:00,en,Completely lost in statistics class,301,34,702,43,negative,female
2000800,2023-02-23 03:39:00,en,Math anxiety is ruining my grades,153,80,159,42,negative,female
2000801,2024-04-25 08:37:00,en,Enjoying solving complex equations,165,33,467,13,positive,other
2000802,2024-09-03 08:00:00,en,Math is challenging but I love it,115,55,630,8,positive,female
2000803,2024-06-28 05:56:00,en,"Failed my math test again, so frustrated",119,41,273,35,negative,female
2000804,2024-09-19 12:13:00,en,Practicing some math exercises,262,0,274,18,neutral,other
2000805,2021-09-01 02:52:00,en,Learning math makes me feel accomplished,340,80,603,2,positive,male
2000806,2024-08-25 04:02:00,en,Learning about derivatives and integrals,190,9,764,50,neutral,female
2000807,2022-01-01 05:47:00,en,Proud of my progress in math class,67,81,24,42,positive,male
2000808,2021-06-14 07:56:00,en,Math puzzles are the best brain exercise,392,30,294,27,positive,male
2000809,2023-12-19 06:48:00,en,Attending a calculus lecture this afternoon,254,71,897,27,neutral,female
2000810,2024-05-08 14:58:00,en,This math homework is giving me a headache,185,61,554,31,negative,male
2000811,2024-04-22 07:30:00,en,Math anxiety is ruining my grades,248,75,511,45,negative,other
2000812,2023-03-16 11:33:00,en,Panic sets in every time I open my math textbook,55,21,887,7,negative,other
2000813,2024-08-19 10:36:00,en,"Failed my math test again, so frustrated",31,88,569,17,negative,female
2000814,2021-06-07 09:19:00,en,Why is trigonometry so hard?,40,80,961,7,negative,female
2000815,2022-07-12 06:49:00,en,Learning math makes me feel accomplished,66,63,944,27,positive,other
2000816,2021-09-22 07:22:00,en,I can't handle these equations anymore,246,76,39,42,negative,male
2000817,2023-06-03 04:30:00,en,Studying math for tomorrow's class,350,67,955,17,neutral,female
2000818,2022-08-07 02:37:00,en,Math anxiety is ruining my grades,397,3,395,43,negative,female
2000819,2023-11-11 15:21:00,en,I can't handle these equations anymore,127,75,596,44,negative,female
2000820,2024-10-16 23:25:00,en,I can't handle these equations anymore,369,98,718,34,negative,male
2000821,2022-11-02 07:26:00,en,Working on some algebra problems,465,31,268,30,neutral,female
2000822,2021-07-22 20:48:00,en,Completely lost in statistics class,383,38,830,13,negative,other
2000823,2023-05-07 03:58:00,en,Scored 100% on my algebra test!,439,17,826,32,positive,other
