id,created_at,lang,text,retweet_count,reply_count,like_count,quote_count,sentiment,gender,clean_text,tokens,lemmas,processed_text
2000299,2022/4/26 16:08,en,My brain freezes when I see math problems,76,27,890,38,negative,male,my brain freezes when i see math problems,"['my', 'brain', 'freezes', 'when', 'i', 'see', 'math', 'problems']","['my', 'brain', 'freez', 'when', 'i', 'see', 'math', 'problem']",my brain freez when i see math problem
2000300,2023/10/27 18:17,en,Completely lost in statistics class,352,13,84,25,negative,other,completely lost in statistics class,"['completely', 'lost', 'in', 'statistics', 'class']","['complet', 'lost', 'in', 'statist', 'class']",complet lost in statist class
2000301,2024/5/2 16:46,en,Math anxiety is ruining my grades,435,31,585,1,negative,female,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2000302,2024/6/28 15:40,en,Reviewing geometry notes,362,86,623,16,neutral,other,reviewing geometry notes,"['reviewing', 'geometry', 'notes']","['review', 'geometri', 'note']",review geometri note
2000303,2023/3/6 6:15,en,Why is trigonometry so hard?,40,53,443,22,negative,male,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2000304,2021/2/4 18:04,en,Practicing some math exercises,173,13,275,48,neutral,female,practicing some math exercises,"['practicing', 'some', 'math', 'exercises']","['practic', 'some', 'math', 'exercis']",practic some math exercis
2000305,2023/9/23 10:39,en,I hate calculus so much,375,38,157,26,negative,male,i hate calculus so much,"['i', 'hate', 'calculus', 'so', 'much']","['i', 'hate', 'calculu', 'so', 'much']",i hate calculu so much
2000306,2022/10/15 2:32,en,Learning math makes me feel accomplished,455,70,978,5,positive,male,learning math makes me feel accomplished,"['learning', 'math', 'makes', 'me', 'feel', 'accomplished']","['learn', 'math', 'make', 'me', 'feel', 'accomplish']",learn math make me feel accomplish
2000307,2024/7/5 23:22,en,Studying math for tomorrow's class,194,93,350,26,neutral,male,studying math for tomorrow's class,"['studying', 'math', 'for', ""tomorrow's"", 'class']","['studi', 'math', 'for', ""tomorrow'"", 'class']",studi math for tomorrow' class
2000308,2024/12/3 10:24,en,Learning math makes me feel accomplished,322,25,775,29,positive,female,learning math makes me feel accomplished,"['learning', 'math', 'makes', 'me', 'feel', 'accomplished']","['learn', 'math', 'make', 'me', 'feel', 'accomplish']",learn math make me feel accomplish
2000309,2024/8/15 6:44,en,Learning about derivatives and integrals,174,0,458,44,neutral,male,learning about derivatives and integrals,"['learning', 'about', 'derivatives', 'and', 'integrals']","['learn', 'about', 'deriv', 'and', 'integr']",learn about deriv and integr
2000310,2023/4/30 15:46,en,This math homework is giving me a headache,392,45,686,7,negative,male,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2000311,2023/6/11 14:54,en,Reviewing geometry notes,117,27,520,41,neutral,other,reviewing geometry notes,"['reviewing', 'geometry', 'notes']","['review', 'geometri', 'note']",review geometri note
2000312,2022/11/25 6:56,en,Why is trigonometry so hard?,29,58,591,17,negative,male,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2000313,2022/8/3 2:31,en,Feeling confident for my math exam,243,90,836,49,positive,other,feeling confident for my math exam,"['feeling', 'confident', 'for', 'my', 'math', 'exam']","['feel', 'confid', 'for', 'my', 'math', 'exam']",feel confid for my math exam
2000314,2024/5/8 20:32,en,This math homework is giving me a headache,347,18,868,15,negative,female,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2000315,2022/11/2 5:07,en,Scored 100% on my algebra test!,467,34,614,16,positive,male,scored 100 on my algebra test!,"['scored', '100', 'on', 'my', 'algebra', 'test']","['score', '100', 'on', 'my', 'algebra', 'test']",score 100 on my algebra test
2000316,2022/1/18 2:13,en,Panic sets in every time I open my math textbook,403,23,506,30,negative,female,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2000317,2024/8/28 21:18,en,This math homework is giving me a headache,328,80,953,16,negative,other,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2000318,2021/5/23 4:04,en,Feeling stressed before my algebra exam,49,97,291,40,negative,male,feeling stressed before my algebra exam,"['feeling', 'stressed', 'before', 'my', 'algebra', 'exam']","['feel', 'stress', 'befor', 'my', 'algebra', 'exam']",feel stress befor my algebra exam
2000319,2022/10/13 22:28,en,Enjoying solving complex equations,168,43,901,10,positive,female,enjoying solving complex equations,"['enjoying', 'solving', 'complex', 'equations']","['enjoy', 'solv', 'complex', 'equat']",enjoy solv complex equat
2000320,2023/4/6 1:53,en,Studying math for tomorrow's class,154,36,523,34,neutral,male,studying math for tomorrow's class,"['studying', 'math', 'for', ""tomorrow's"", 'class']","['studi', 'math', 'for', ""tomorrow'"", 'class']",studi math for tomorrow' class
2000321,2021/1/24 7:30,en,Why is trigonometry so hard?,29,25,179,39,negative,male,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2000322,2022/12/16 19:24,en,Why is trigonometry so hard?,390,96,106,35,negative,other,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2000323,2021/2/14 9:06,en,Math puzzles are the best brain exercise,237,0,589,34,positive,male,math puzzles are the best brain exercise,"['math', 'puzzles', 'are', 'the', 'best', 'brain', 'exercise']","['math', 'puzzl', 'are', 'the', 'best', 'brain', 'exercis']",math puzzl are the best brain exercis
2000324,2023/7/13 18:34,en,Math anxiety is ruining my grades,145,23,652,23,negative,other,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2000325,2023/8/31 22:46,en,Reviewing geometry notes,430,43,907,8,neutral,female,reviewing geometry notes,"['reviewing', 'geometry', 'notes']","['review', 'geometri', 'note']",review geometri note
2000326,2021/6/3 6:46,en,I can't handle these equations anymore,338,73,429,7,negative,female,i can't handle these equations anymore,"['i', ""can't"", 'handle', 'these', 'equations', 'anymore']","['i', ""can't"", 'handl', 'these', 'equat', 'anymor']",i can't handl these equat anymor
2000327,2022/3/23 20:06,en,Learning about derivatives and integrals,176,95,637,1,neutral,female,learning about derivatives and integrals,"['learning', 'about', 'derivatives', 'and', 'integrals']","['learn', 'about', 'deriv', 'and', 'integr']",learn about deriv and integr
2000328,2023/7/13 18:13,en,Finally understood calculus and feeling great!,476,73,969,20,positive,female,finally understood calculus and feeling great!,"['finally', 'understood', 'calculus', 'and', 'feeling', 'great']","['final', 'understood', 'calculu', 'and', 'feel', 'great']",final understood calculu and feel great
2000329,2022/1/7 9:05,en,Proud of my progress in math class,290,75,502,19,positive,other,proud of my progress in math class,"['proud', 'of', 'my', 'progress', 'in', 'math', 'class']","['proud', 'of', 'my', 'progress', 'in', 'math', 'class']",proud of my progress in math class
2000330,2022/1/8 2:16,en,Math is challenging but I love it,378,77,133,42,positive,male,math is challenging but i love it,"['math', 'is', 'challenging', 'but', 'i', 'love', 'it']","['math', 'is', 'challeng', 'but', 'i', 'love', 'it']",math is challeng but i love it
2000331,2022/2/16 23:45,en,Scored 100% on my algebra test!,63,43,994,1,positive,male,scored 100 on my algebra test!,"['scored', '100', 'on', 'my', 'algebra', 'test']","['score', '100', 'on', 'my', 'algebra', 'test']",score 100 on my algebra test
2000332,2021/11/28 9:59,en,Feeling stressed before my algebra exam,331,38,401,5,negative,female,feeling stressed before my algebra exam,"['feeling', 'stressed', 'before', 'my', 'algebra', 'exam']","['feel', 'stress', 'befor', 'my', 'algebra', 'exam']",feel stress befor my algebra exam
2000333,2021/8/18 11:10,en,My brain freezes when I see math problems,414,92,967,29,negative,other,my brain freezes when i see math problems,"['my', 'brain', 'freezes', 'when', 'i', 'see', 'math', 'problems']","['my', 'brain', 'freez', 'when', 'i', 'see', 'math', 'problem']",my brain freez when i see math problem
2000334,2023/8/10 1:11,en,Completely lost in statistics class,470,43,925,19,negative,female,completely lost in statistics class,"['completely', 'lost', 'in', 'statistics', 'class']","['complet', 'lost', 'in', 'statist', 'class']",complet lost in statist class
2000335,2022/3/10 16:43,en,Going over my statistics assignment,392,48,608,12,neutral,female,going over my statistics assignment,"['going', 'over', 'my', 'statistics', 'assignment']","['go', 'over', 'my', 'statist', 'assign']",go over my statist assign
2000336,2024/6/8 3:27,en,Solved 5 problems in my math workbook,484,25,251,40,neutral,male,solved 5 problems in my math workbook,"['solved', '5', 'problems', 'in', 'my', 'math', 'workbook']","['solv', '5', 'problem', 'in', 'my', 'math', 'workbook']",solv 5 problem in my math workbook
2000337,2024/7/31 11:33,en,I can't handle these equations anymore,307,44,983,48,negative,male,i can't handle these equations anymore,"['i', ""can't"", 'handle', 'these', 'equations', 'anymore']","['i', ""can't"", 'handl', 'these', 'equat', 'anymor']",i can't handl these equat anymor
2000338,2024/12/11 22:12,en,Practicing some math exercises,37,91,913,45,neutral,other,practicing some math exercises,"['practicing', 'some', 'math', 'exercises']","['practic', 'some', 'math', 'exercis']",practic some math exercis
2000339,2023/5/13 13:13,en,Completely lost in statistics class,359,61,755,44,negative,female,completely lost in statistics class,"['completely', 'lost', 'in', 'statistics', 'class']","['complet', 'lost', 'in', 'statist', 'class']",complet lost in statist class
2000340,2023/1/9 19:24,en,My brain freezes when I see math problems,46,62,944,35,negative,other,my brain freezes when i see math problems,"['my', 'brain', 'freezes', 'when', 'i', 'see', 'math', 'problems']","['my', 'brain', 'freez', 'when', 'i', 'see', 'math', 'problem']",my brain freez when i see math problem
2000341,2024/2/5 21:02,en,I can't handle these equations anymore,70,13,595,44,negative,other,i can't handle these equations anymore,"['i', ""can't"", 'handle', 'these', 'equations', 'anymore']","['i', ""can't"", 'handl', 'these', 'equat', 'anymor']",i can't handl these equat anymor
2000342,2023/11/28 10:46,en,Why is trigonometry so hard?,346,66,837,28,negative,other,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2000343,2022/7/26 5:50,en,Panic sets in every time I open my math textbook,95,52,783,28,negative,male,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2000344,2024/1/13 14:17,en,Math anxiety is ruining my grades,315,25,7,0,negative,female,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2000345,2021/8/30 16:42,en,Why is trigonometry so hard?,444,91,864,41,negative,other,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2000346,2023/3/2 22:59,en,"Failed my math test again, so frustrated",441,59,737,36,negative,other,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2000347,2022/4/18 2:29,en,Practicing some math exercises,336,60,666,31,neutral,male,practicing some math exercises,"['practicing', 'some', 'math', 'exercises']","['practic', 'some', 'math', 'exercis']",practic some math exercis
2000348,2023/8/14 7:20,en,Why is trigonometry so hard?,201,57,682,22,negative,male,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2000349,2021/10/19 8:57,en,Feeling confident for my math exam,404,89,343,9,positive,female,feeling confident for my math exam,"['feeling', 'confident', 'for', 'my', 'math', 'exam']","['feel', 'confid', 'for', 'my', 'math', 'exam']",feel confid for my math exam
2000350,2024/12/10 0:06,en,Practicing some math exercises,3,65,103,41,neutral,other,practicing some math exercises,"['practicing', 'some', 'math', 'exercises']","['practic', 'some', 'math', 'exercis']",practic some math exercis
2000351,2023/4/25 21:34,en,I hate calculus so much,293,86,446,15,negative,male,i hate calculus so much,"['i', 'hate', 'calculus', 'so', 'much']","['i', 'hate', 'calculu', 'so', 'much']",i hate calculu so much
2000352,2023/12/29 6:10,en,Enjoying solving complex equations,70,23,395,32,positive,male,enjoying solving complex equations,"['enjoying', 'solving', 'complex', 'equations']","['enjoy', 'solv', 'complex', 'equat']",enjoy solv complex equat
2000353,2022/11/14 22:03,en,I can't handle these equations anymore,170,65,592,38,negative,female,i can't handle these equations anymore,"['i', ""can't"", 'handle', 'these', 'equations', 'anymore']","['i', ""can't"", 'handl', 'these', 'equat', 'anymor']",i can't handl these equat anymor
2000354,2021/7/28 6:56,en,Math puzzles are the best brain exercise,153,94,286,27,positive,male,math puzzles are the best brain exercise,"['math', 'puzzles', 'are', 'the', 'best', 'brain', 'exercise']","['math', 'puzzl', 'are', 'the', 'best', 'brain', 'exercis']",math puzzl are the best brain exercis
2000355,2021/4/5 10:00,en,Completely lost in statistics class,223,24,579,8,negative,male,completely lost in statistics class,"['completely', 'lost', 'in', 'statistics', 'class']","['complet', 'lost', 'in', 'statist', 'class']",complet lost in statist class
2000356,2023/8/9 8:16,en,Completely lost in statistics class,167,39,991,42,negative,female,completely lost in statistics class,"['completely', 'lost', 'in', 'statistics', 'class']","['complet', 'lost', 'in', 'statist', 'class']",complet lost in statist class
2000357,2024/12/2 8:14,en,Completely lost in statistics class,81,58,377,14,negative,other,completely lost in statistics class,"['completely', 'lost', 'in', 'statistics', 'class']","['complet', 'lost', 'in', 'statist', 'class']",complet lost in statist class
2000358,2023/3/30 20:24,en,Math anxiety is ruining my grades,266,12,326,5,negative,other,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2000359,2021/9/13 3:45,en,Feeling stressed before my algebra exam,407,94,749,45,negative,male,feeling stressed before my algebra exam,"['feeling', 'stressed', 'before', 'my', 'algebra', 'exam']","['feel', 'stress', 'befor', 'my', 'algebra', 'exam']",feel stress befor my algebra exam
2000360,2021/12/23 12:49,en,Attending a calculus lecture this afternoon,500,26,231,19,neutral,other,attending a calculus lecture this afternoon,"['attending', 'a', 'calculus', 'lecture', 'this', 'afternoon']","['attend', 'a', 'calculu', 'lectur', 'thi', 'afternoon']",attend a calculu lectur thi afternoon
2000361,2023/9/11 12:20,en,Feeling confident for my math exam,410,26,787,25,positive,other,feeling confident for my math exam,"['feeling', 'confident', 'for', 'my', 'math', 'exam']","['feel', 'confid', 'for', 'my', 'math', 'exam']",feel confid for my math exam
2000362,2023/6/30 20:01,en,Attending a calculus lecture this afternoon,84,99,921,11,neutral,female,attending a calculus lecture this afternoon,"['attending', 'a', 'calculus', 'lecture', 'this', 'afternoon']","['attend', 'a', 'calculu', 'lectur', 'thi', 'afternoon']",attend a calculu lectur thi afternoon
2000363,2022/12/2 10:31,en,"Failed my math test again, so frustrated",61,51,390,6,negative,female,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2000364,2023/10/3 6:13,en,I can't handle these equations anymore,66,9,975,33,negative,male,i can't handle these equations anymore,"['i', ""can't"", 'handle', 'these', 'equations', 'anymore']","['i', ""can't"", 'handl', 'these', 'equat', 'anymor']",i can't handl these equat anymor
2000365,2021/12/20 23:52,en,Solved 5 problems in my math workbook,350,92,671,9,neutral,female,solved 5 problems in my math workbook,"['solved', '5', 'problems', 'in', 'my', 'math', 'workbook']","['solv', '5', 'problem', 'in', 'my', 'math', 'workbook']",solv 5 problem in my math workbook
2000366,2021/5/10 22:33,en,This math homework is giving me a headache,442,80,769,8,negative,other,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2000367,2024/11/6 16:40,en,Panic sets in every time I open my math textbook,461,65,115,49,negative,female,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2000368,2023/11/25 14:30,en,Why is trigonometry so hard?,185,9,247,38,negative,male,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2000369,2024/9/3 11:41,en,Learning math makes me feel accomplished,257,10,355,26,positive,female,learning math makes me feel accomplished,"['learning', 'math', 'makes', 'me', 'feel', 'accomplished']","['learn', 'math', 'make', 'me', 'feel', 'accomplish']",learn math make me feel accomplish
2000370,2022/1/22 21:48,en,I hate calculus so much,27,51,807,23,negative,female,i hate calculus so much,"['i', 'hate', 'calculus', 'so', 'much']","['i', 'hate', 'calculu', 'so', 'much']",i hate calculu so much
2000371,2022/6/18 4:37,en,Why is trigonometry so hard?,320,68,466,0,negative,male,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2000372,2022/9/17 17:51,en,Studying math for tomorrow's class,279,0,828,22,neutral,male,studying math for tomorrow's class,"['studying', 'math', 'for', ""tomorrow's"", 'class']","['studi', 'math', 'for', ""tomorrow'"", 'class']",studi math for tomorrow' class
2000373,2021/2/15 11:15,en,Math puzzles are the best brain exercise,102,94,231,6,positive,female,math puzzles are the best brain exercise,"['math', 'puzzles', 'are', 'the', 'best', 'brain', 'exercise']","['math', 'puzzl', 'are', 'the', 'best', 'brain', 'exercis']",math puzzl are the best brain exercis
2000374,2021/7/11 22:01,en,Statistics can actually be fun,456,88,249,12,positive,female,statistics can actually be fun,"['statistics', 'can', 'actually', 'be', 'fun']","['statist', 'can', 'actual', 'be', 'fun']",statist can actual be fun
2000375,2023/12/2 22:38,en,Completely lost in statistics class,154,10,999,32,negative,other,completely lost in statistics class,"['completely', 'lost', 'in', 'statistics', 'class']","['complet', 'lost', 'in', 'statist', 'class']",complet lost in statist class
2000376,2023/5/9 13:46,en,I can't handle these equations anymore,165,66,976,31,negative,male,i can't handle these equations anymore,"['i', ""can't"", 'handle', 'these', 'equations', 'anymore']","['i', ""can't"", 'handl', 'these', 'equat', 'anymor']",i can't handl these equat anymor
2000377,2021/7/16 19:07,en,Math anxiety is ruining my grades,395,21,710,47,negative,other,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2000378,2022/1/19 7:17,en,Proud of my progress in math class,495,44,437,49,positive,female,proud of my progress in math class,"['proud', 'of', 'my', 'progress', 'in', 'math', 'class']","['proud', 'of', 'my', 'progress', 'in', 'math', 'class']",proud of my progress in math class
2000379,2022/1/17 6:35,en,Learning about derivatives and integrals,95,9,907,9,neutral,male,learning about derivatives and integrals,"['learning', 'about', 'derivatives', 'and', 'integrals']","['learn', 'about', 'deriv', 'and', 'integr']",learn about deriv and integr
2000380,2024/5/10 2:58,en,Practicing some math exercises,407,0,735,30,neutral,female,practicing some math exercises,"['practicing', 'some', 'math', 'exercises']","['practic', 'some', 'math', 'exercis']",practic some math exercis
2000381,2023/4/7 6:46,en,Proud of my progress in math class,166,36,514,28,positive,male,proud of my progress in math class,"['proud', 'of', 'my', 'progress', 'in', 'math', 'class']","['proud', 'of', 'my', 'progress', 'in', 'math', 'class']",proud of my progress in math class
2000382,2022/5/28 4:11,en,Feeling stressed before my algebra exam,279,52,338,50,negative,female,feeling stressed before my algebra exam,"['feeling', 'stressed', 'before', 'my', 'algebra', 'exam']","['feel', 'stress', 'befor', 'my', 'algebra', 'exam']",feel stress befor my algebra exam
2000383,2021/1/16 1:26,en,Completely lost in statistics class,463,85,955,16,negative,male,completely lost in statistics class,"['completely', 'lost', 'in', 'statistics', 'class']","['complet', 'lost', 'in', 'statist', 'class']",complet lost in statist class
2000384,2024/12/27 10:17,en,Scored 100% on my algebra test!,423,82,209,26,positive,female,scored 100 on my algebra test!,"['scored', '100', 'on', 'my', 'algebra', 'test']","['score', '100', 'on', 'my', 'algebra', 'test']",score 100 on my algebra test
2000385,2024/5/19 21:00,en,Math anxiety is ruining my grades,380,24,106,20,negative,other,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2000386,2021/12/28 2:01,en,Learning about derivatives and integrals,310,90,405,39,neutral,male,learning about derivatives and integrals,"['learning', 'about', 'derivatives', 'and', 'integrals']","['learn', 'about', 'deriv', 'and', 'integr']",learn about deriv and integr
2000387,2022/12/20 9:13,en,Math anxiety is ruining my grades,114,18,520,28,negative,female,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2000388,2024/2/14 10:42,en,"Failed my math test again, so frustrated",409,13,338,5,negative,male,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2000389,2021/1/10 13:34,en,Math anxiety is ruining my grades,335,29,895,6,negative,other,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2000390,2022/12/14 8:06,en,Proud of my progress in math class,470,85,694,24,positive,female,proud of my progress in math class,"['proud', 'of', 'my', 'progress', 'in', 'math', 'class']","['proud', 'of', 'my', 'progress', 'in', 'math', 'class']",proud of my progress in math class
2000391,2022/1/21 12:40,en,This math homework is giving me a headache,457,48,106,44,negative,female,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2000392,2021/12/2 9:40,en,"Failed my math test again, so frustrated",264,62,538,40,negative,other,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2000393,2023/12/1 14:52,en,I hate calculus so much,325,41,282,31,negative,male,i hate calculus so much,"['i', 'hate', 'calculus', 'so', 'much']","['i', 'hate', 'calculu', 'so', 'much']",i hate calculu so much
2000394,2021/4/22 9:40,en,Math puzzles are the best brain exercise,417,97,377,7,positive,female,math puzzles are the best brain exercise,"['math', 'puzzles', 'are', 'the', 'best', 'brain', 'exercise']","['math', 'puzzl', 'are', 'the', 'best', 'brain', 'exercis']",math puzzl are the best brain exercis
2000395,2021/3/14 6:18,en,Panic sets in every time I open my math textbook,15,18,68,41,negative,male,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2000396,2021/3/3 15:52,en,Why is trigonometry so hard?,187,61,61,8,negative,other,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2000397,2024/12/5 16:14,en,This math homework is giving me a headache,448,66,665,47,negative,male,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2000398,2021/12/1 21:14,en,Had a great study session with friends for math,204,2,543,46,positive,other,had a great study session with friends for math,"['had', 'a', 'great', 'study', 'session', 'with', 'friends', 'for', 'math']","['had', 'a', 'great', 'studi', 'session', 'with', 'friend', 'for', 'math']",had a great studi session with friend for math
2000399,2024/10/12 15:48,en,Math club meets today,44,0,468,45,neutral,female,math club meets today,"['math', 'club', 'meets', 'today']","['math', 'club', 'meet', 'today']",math club meet today
2000400,2024/5/11 5:20,en,Solved 5 problems in my math workbook,214,86,788,26,neutral,other,solved 5 problems in my math workbook,"['solved', '5', 'problems', 'in', 'my', 'math', 'workbook']","['solv', '5', 'problem', 'in', 'my', 'math', 'workbook']",solv 5 problem in my math workbook
2000401,2022/1/9 8:24,en,Learning about derivatives and integrals,264,7,216,17,neutral,female,learning about derivatives and integrals,"['learning', 'about', 'derivatives', 'and', 'integrals']","['learn', 'about', 'deriv', 'and', 'integr']",learn about deriv and integr
2000402,2023/1/12 3:57,en,Learning about derivatives and integrals,365,41,858,49,neutral,other,learning about derivatives and integrals,"['learning', 'about', 'derivatives', 'and', 'integrals']","['learn', 'about', 'deriv', 'and', 'integr']",learn about deriv and integr
2000403,2021/5/29 18:48,en,Proud of my progress in math class,422,99,315,16,positive,male,proud of my progress in math class,"['proud', 'of', 'my', 'progress', 'in', 'math', 'class']","['proud', 'of', 'my', 'progress', 'in', 'math', 'class']",proud of my progress in math class
2000404,2023/8/1 17:04,en,Had a great study session with friends for math,268,50,152,4,positive,female,had a great study session with friends for math,"['had', 'a', 'great', 'study', 'session', 'with', 'friends', 'for', 'math']","['had', 'a', 'great', 'studi', 'session', 'with', 'friend', 'for', 'math']",had a great studi session with friend for math
2000405,2023/12/5 11:26,en,Statistics can actually be fun,411,67,592,20,positive,male,statistics can actually be fun,"['statistics', 'can', 'actually', 'be', 'fun']","['statist', 'can', 'actual', 'be', 'fun']",statist can actual be fun
2000406,2022/12/8 20:21,en,Why is trigonometry so hard?,346,100,799,31,negative,female,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2000407,2024/6/3 5:08,en,Panic sets in every time I open my math textbook,178,59,191,3,negative,other,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2000408,2021/4/17 16:23,en,"Failed my math test again, so frustrated",70,98,736,21,negative,female,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2000409,2021/10/12 10:36,en,Learning about derivatives and integrals,180,91,577,46,neutral,other,learning about derivatives and integrals,"['learning', 'about', 'derivatives', 'and', 'integrals']","['learn', 'about', 'deriv', 'and', 'integr']",learn about deriv and integr
2000410,2023/7/17 15:38,en,I hate calculus so much,189,41,214,41,negative,female,i hate calculus so much,"['i', 'hate', 'calculus', 'so', 'much']","['i', 'hate', 'calculu', 'so', 'much']",i hate calculu so much
