id,created_at,month,text,sentiment,sent_label,is_negative,topic_id,topic_weight
2000474,2021-12-03 22:13:00,2021-12-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000475,2021-03-25 13:30:00,2021-03-01,Had a great study session with friends for math,positive,positive,0,8,0.82221407
2000476,2022-01-23 23:54:00,2022-01-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000477,2024-04-06 09:15:00,2024-04-01,Proud of my progress in math class,positive,positive,0,1,0.777771
2000478,2022-09-01 13:51:00,2022-09-01,My brain freezes when I see math problems,negative,negative,1,7,0.77775586
2000479,2021-02-02 01:40:00,2021-02-01,This math homework is giving me a headache,negative,negative,1,3,0.77777743
2000480,2022-03-27 15:16:00,2022-03-01,Statistics can actually be fun,positive,positive,0,8,0.77769315
2000481,2024-05-22 05:29:00,2024-05-01,Attending a calculus lecture this afternoon,neutral,neutral,0,3,0.85185164
2000482,2024-04-26 22:05:00,2024-04-01,Math club meets today,neutral,neutral,0,0,0.77777743
2000483,2022-01-17 08:47:00,2022-01-01,Math is challenging but I love it,positive,positive,0,0,0.7037022
2000484,2021-10-09 18:21:00,2021-10-01,Math class is scheduled at 2pm,neutral,neutral,0,8,0.7036787
2000485,2024-01-17 07:52:00,2024-01-01,Feeling stressed before my algebra exam,negative,negative,1,2,0.8222145
2000486,2024-05-06 16:44:00,2024-05-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000487,2022-10-11 15:09:00,2022-10-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000488,2024-10-19 09:05:00,2024-10-01,Proud of my progress in math class,positive,positive,0,1,0.77777034
2000489,2021-02-26 02:37:00,2021-02-01,Had a great study session with friends for math,positive,positive,0,8,0.8222144
2000490,2022-12-05 03:10:00,2022-12-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000491,2023-10-04 18:36:00,2023-10-01,I can't handle these equations anymore,negative,negative,1,4,0.8222215
2000492,2021-06-01 10:16:00,2021-06-01,My brain freezes when I see math problems,negative,negative,1,7,0.77775466
2000493,2021-01-14 06:27:00,2021-01-01,Learning about derivatives and integrals,neutral,neutral,0,2,0.7777773
2000494,2023-02-19 06:20:00,2023-02-01,Studying math for tomorrow's class,neutral,neutral,0,8,0.77776796
2000495,2023-06-23 03:41:00,2023-06-01,Proud of my progress in math class,positive,positive,0,1,0.77777064
2000496,2022-11-02 00:54:00,2022-11-01,Solved 5 problems in my math workbook,neutral,neutral,0,6,0.777759
2000497,2021-11-09 14:07:00,2021-11-01,Feeling confident for my math exam,positive,positive,0,2,0.7036979
2000498,2023-01-28 00:35:00,2023-01-01,Math is challenging but I love it,positive,positive,0,0,0.70370215
2000499,2021-10-08 13:00:00,2021-10-01,Math club meets today,neutral,neutral,0,0,0.77777743
2000500,2024-07-13 12:47:00,2024-07-01,Enjoying solving complex equations,positive,positive,0,1,0.822142
2000501,2024-12-28 19:20:00,2024-12-01,Math anxiety is ruining my grades,negative,negative,1,2,0.77777743
2000502,2021-07-13 06:56:00,2021-07-01,Proud of my progress in math class,positive,positive,0,1,0.7777706
2000503,2022-04-30 01:59:00,2022-04-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000504,2023-08-31 22:24:00,2023-08-01,Statistics can actually be fun,positive,positive,0,8,0.77767473
2000505,2021-04-20 19:01:00,2021-04-01,Math class is scheduled at 2pm,neutral,neutral,0,8,0.70368207
2000506,2023-09-05 06:37:00,2023-09-01,Completely lost in statistics class,negative,negative,1,1,0.82220703
2000507,2024-10-09 04:20:00,2024-10-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000508,2024-02-13 06:49:00,2024-02-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.8730157
2000509,2023-11-15 20:24:00,2023-11-01,This math homework is giving me a headache,negative,negative,1,3,0.77777743
2000510,2021-03-22 07:26:00,2021-03-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000511,2024-02-28 18:16:00,2024-02-01,Learning about derivatives and integrals,neutral,neutral,0,2,0.7777773
2000512,2023-02-15 20:30:00,2023-02-01,Reviewing geometry notes,neutral,neutral,0,8,0.7777771
2000513,2022-12-25 16:22:00,2022-12-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000514,2022-06-01 22:42:00,2022-06-01,Math class is scheduled at 2pm,neutral,neutral,0,8,0.7036819
2000515,2022-11-07 19:52:00,2022-11-01,Completely lost in statistics class,negative,negative,1,1,0.82220715
2000516,2023-09-30 03:54:00,2023-09-01,Math club meets today,neutral,neutral,0,0,0.77777743
2000517,2024-02-04 20:22:00,2024-02-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000518,2023-12-18 17:12:00,2023-12-01,Proud of my progress in math class,positive,positive,0,1,0.77777064
2000519,2023-12-15 08:18:00,2023-12-01,Statistics can actually be fun,positive,positive,0,8,0.77769256
2000520,2023-03-30 20:14:00,2023-03-01,This math homework is giving me a headache,negative,negative,1,3,0.77777743
2000521,2021-08-24 16:25:00,2021-08-01,Solved 5 problems in my math workbook,neutral,neutral,0,6,0.7777606
2000522,2024-03-08 05:26:00,2024-03-01,Working on some algebra problems,neutral,neutral,0,4,0.77775854
2000523,2023-10-31 07:45:00,2023-10-01,Math anxiety is ruining my grades,negative,negative,1,2,0.7777774
2000524,2022-07-07 23:18:00,2022-07-01,Going over my statistics assignment,neutral,neutral,0,5,0.7036932
2000525,2023-03-27 01:10:00,2023-03-01,My brain freezes when I see math problems,negative,negative,1,7,0.7777576
2000526,2023-10-10 06:06:00,2023-10-01,My brain freezes when I see math problems,negative,negative,1,7,0.7777545
2000527,2021-02-17 19:35:00,2021-02-01,Math anxiety is ruining my grades,negative,negative,1,2,0.7777774
2000528,2021-06-01 19:13:00,2021-06-01,Statistics can actually be fun,positive,positive,0,8,0.77769125
2000529,2024-10-06 11:20:00,2024-10-01,Math club meets today,neutral,neutral,0,0,0.77777743
2000530,2023-05-25 05:09:00,2023-05-01,Learning math makes me feel accomplished,positive,positive,0,2,0.8222197
2000531,2022-05-01 03:09:00,2022-05-01,Had a great study session with friends for math,positive,positive,0,8,0.82221496
2000532,2024-05-29 10:20:00,2024-05-01,Studying math for tomorrow's class,neutral,neutral,0,8,0.7777656
2000533,2021-11-22 05:48:00,2021-11-01,Statistics can actually be fun,positive,positive,0,8,0.77768904
2000534,2023-11-23 14:28:00,2023-11-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000535,2023-05-24 17:52:00,2023-05-01,Reviewing geometry notes,neutral,neutral,0,8,0.77777714
2000536,2022-05-15 23:12:00,2022-05-01,Math anxiety is ruining my grades,negative,negative,1,2,0.7777774
2000537,2021-09-13 08:35:00,2021-09-01,My brain freezes when I see math problems,negative,negative,1,7,0.7777576
2000538,2021-05-12 13:57:00,2021-05-01,Practicing some math exercises,neutral,neutral,0,5,0.70369947
2000539,2024-08-25 19:54:00,2024-08-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000540,2022-12-20 11:23:00,2022-12-01,Studying math for tomorrow's class,neutral,neutral,0,8,0.77776796
2000541,2022-07-30 01:10:00,2022-07-01,Math club meets today,neutral,neutral,0,0,0.77777743
2000542,2024-04-02 16:55:00,2024-04-01,Scored 100% on my algebra test!,positive,positive,0,2,0.70367527
2000543,2024-01-17 06:08:00,2024-01-01,Reviewing geometry notes,neutral,neutral,0,8,0.7777771
2000544,2022-09-08 21:29:00,2022-09-01,Working on some algebra problems,neutral,neutral,0,4,0.77775854
2000545,2023-11-01 21:34:00,2023-11-01,Solved 5 problems in my math workbook,neutral,neutral,0,6,0.7777591
2000546,2022-01-27 16:12:00,2022-01-01,I can't handle these equations anymore,negative,negative,1,4,0.8222215
2000547,2023-11-08 11:20:00,2023-11-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000548,2024-06-28 19:33:00,2024-06-01,Feeling confident for my math exam,positive,positive,0,2,0.7036979
2000549,2021-05-20 18:03:00,2021-05-01,Working on some algebra problems,neutral,neutral,0,4,0.7777585
2000550,2021-09-15 23:04:00,2021-09-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000551,2021-11-17 11:53:00,2021-11-01,Completely lost in statistics class,negative,negative,1,1,0.822207
2000552,2022-04-01 22:41:00,2022-04-01,Math class is scheduled at 2pm,neutral,neutral,0,8,0.70367944
2000553,2021-05-23 07:04:00,2021-05-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000554,2024-09-28 15:53:00,2024-09-01,Working on some algebra problems,neutral,neutral,0,4,0.77775764
2000555,2024-02-26 09:07:00,2024-02-01,Going over my statistics assignment,neutral,neutral,0,5,0.7036934
2000556,2023-11-08 17:18:00,2023-11-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000557,2022-12-05 23:19:00,2022-12-01,Statistics can actually be fun,positive,positive,0,8,0.77767223
2000558,2021-10-01 20:04:00,2021-10-01,Feeling stressed before my algebra exam,negative,negative,1,2,0.8222121
2000559,2022-10-01 02:29:00,2022-10-01,Completely lost in statistics class,negative,negative,1,1,0.82220703
2000560,2022-09-23 09:56:00,2022-09-01,Learning math makes me feel accomplished,positive,positive,0,2,0.8222204
2000561,2023-06-25 23:54:00,2023-06-01,Practicing some math exercises,neutral,neutral,0,5,0.7036983
2000562,2023-06-22 01:35:00,2023-06-01,Studying math for tomorrow's class,neutral,neutral,0,8,0.77776796
2000563,2022-05-01 08:31:00,2022-05-01,Math class is scheduled at 2pm,neutral,neutral,0,8,0.7036817
2000564,2024-09-22 05:10:00,2024-09-01,Statistics can actually be fun,positive,positive,0,8,0.7776732
2000565,2024-10-18 07:47:00,2024-10-01,Feeling stressed before my algebra exam,negative,negative,1,2,0.8222145
2000566,2022-05-16 23:12:00,2022-05-01,My brain freezes when I see math problems,negative,negative,1,7,0.77775633
2000567,2022-01-05 11:00:00,2022-01-01,My brain freezes when I see math problems,negative,negative,1,7,0.7777576
2000568,2024-12-25 18:10:00,2024-12-01,This math homework is giving me a headache,negative,negative,1,3,0.77777743
2000569,2024-05-11 12:36:00,2024-05-01,Statistics can actually be fun,positive,positive,0,8,0.7776929
2000570,2024-01-25 22:13:00,2024-01-01,Completely lost in statistics class,negative,negative,1,1,0.82220703
2000571,2023-09-07 00:52:00,2023-09-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000572,2021-04-04 19:59:00,2021-04-01,My brain freezes when I see math problems,negative,negative,1,7,0.7777555
2000573,2022-03-28 12:00:00,2022-03-01,Working on some algebra problems,neutral,neutral,0,4,0.7777587
2000574,2022-05-19 21:53:00,2022-05-01,Completely lost in statistics class,negative,negative,1,1,0.82220703
2000575,2021-07-18 13:23:00,2021-07-01,Completely lost in statistics class,negative,negative,1,1,0.82220715
2000576,2023-01-07 10:22:00,2023-01-01,Finally understood calculus and feeling great!,positive,positive,0,3,0.85183924
2000577,2022-08-28 08:31:00,2022-08-01,Math class is scheduled at 2pm,neutral,neutral,0,8,0.7036826
2000578,2021-12-13 16:59:00,2021-12-01,Had a great study session with friends for math,positive,positive,0,8,0.8222151
2000579,2021-09-02 16:23:00,2021-09-01,Math class is scheduled at 2pm,neutral,neutral,0,8,0.7036812
2000580,2023-05-10 02:28:00,2023-05-01,Going over my statistics assignment,neutral,neutral,0,5,0.7036928
2000581,2021-07-26 04:37:00,2021-07-01,Had a great study session with friends for math,positive,positive,0,8,0.8222155
2000582,2021-03-29 13:47:00,2021-03-01,Math anxiety is ruining my grades,negative,negative,1,2,0.7777774
2000583,2023-02-21 02:35:00,2023-02-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000584,2023-06-24 06:40:00,2023-06-01,Working on some algebra problems,neutral,neutral,0,4,0.77775806
2000585,2022-03-18 19:49:00,2022-03-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000586,2024-03-08 14:10:00,2024-03-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000587,2024-03-04 15:40:00,2024-03-01,My brain freezes when I see math problems,negative,negative,1,7,0.7777551
2000588,2022-06-09 01:19:00,2022-06-01,Completely lost in statistics class,negative,negative,1,1,0.82220715
2000589,2021-07-04 07:40:00,2021-07-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000590,2022-02-01 21:56:00,2022-02-01,Math puzzles are the best brain exercise,positive,positive,0,7,0.8222018
2000591,2021-09-29 00:12:00,2021-09-01,Completely lost in statistics class,negative,negative,1,1,0.8222072
2000592,2024-10-13 10:22:00,2024-10-01,Solved 5 problems in my math workbook,neutral,neutral,0,6,0.7777594
2000593,2024-11-05 12:01:00,2024-11-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000594,2024-06-02 23:23:00,2024-06-01,Math club meets today,neutral,neutral,0,0,0.77777743
2000595,2024-10-19 00:08:00,2024-10-01,Learning math makes me feel accomplished,positive,positive,0,2,0.82221985
2000596,2021-12-02 04:13:00,2021-12-01,Completely lost in statistics class,negative,negative,1,1,0.822207
2000597,2022-12-19 20:17:00,2022-12-01,Math is challenging but I love it,positive,positive,0,0,0.70370215
2000598,2023-11-03 08:56:00,2023-11-01,Math anxiety is ruining my grades,negative,negative,1,2,0.77777743
2000599,2021-04-22 23:01:00,2021-04-01,Reviewing geometry notes,neutral,neutral,0,8,0.7777771
2000600,2022-08-25 17:43:00,2022-08-01,Had a great study session with friends for math,positive,positive,0,8,0.82221395
2000601,2022-02-20 19:42:00,2022-02-01,Scored 100% on my algebra test!,positive,positive,0,2,0.7036795
2000602,2021-07-30 21:44:00,2021-07-01,This math homework is giving me a headache,negative,negative,1,3,0.77777743
2000603,2023-04-07 01:48:00,2023-04-01,Math club meets today,neutral,neutral,0,0,0.77777743
2000604,2021-04-24 02:59:00,2021-04-01,Working on some algebra problems,neutral,neutral,0,4,0.7777587
2000605,2021-03-10 05:44:00,2021-03-01,Completely lost in statistics class,negative,negative,1,1,0.822207
2000606,2024-10-31 01:58:00,2024-10-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000607,2023-03-02 21:11:00,2023-03-01,Studying math for tomorrow's class,neutral,neutral,0,8,0.77776515
2000608,2023-12-06 10:48:00,2023-12-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000609,2023-11-16 02:24:00,2023-11-01,Math anxiety is ruining my grades,negative,negative,1,2,0.77777743
2000610,2021-01-11 10:38:00,2021-01-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000611,2024-08-29 17:30:00,2024-08-01,Practicing some math exercises,neutral,neutral,0,5,0.70369804
2000612,2021-05-21 09:06:00,2021-05-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000613,2022-11-13 01:31:00,2022-11-01,Statistics can actually be fun,positive,positive,0,8,0.77769184
2000614,2024-04-04 02:20:00,2024-04-01,Proud of my progress in math class,positive,positive,0,1,0.77777064
2000615,2022-04-03 18:38:00,2022-04-01,Finally understood calculus and feeling great!,positive,positive,0,3,0.8518393
2000616,2024-03-21 21:37:00,2024-03-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000617,2022-05-31 05:10:00,2022-05-01,Proud of my progress in math class,positive,positive,0,1,0.77777094
2000618,2021-07-09 17:15:00,2021-07-01,Learning math makes me feel accomplished,positive,positive,0,2,0.82221985
2000619,2021-12-18 13:26:00,2021-12-01,Learning math makes me feel accomplished,positive,positive,0,2,0.8222204
2000620,2021-09-23 08:38:00,2021-09-01,Math club meets today,neutral,neutral,0,0,0.77777743
2000621,2023-09-21 07:51:00,2023-09-01,Math is challenging but I love it,positive,positive,0,0,0.7037022
2000622,2024-07-13 08:44:00,2024-07-01,Math anxiety is ruining my grades,negative,negative,1,2,0.7777774
2000623,2024-08-05 21:47:00,2024-08-01,Practicing some math exercises,neutral,neutral,0,5,0.70369947
2000624,2021-11-05 05:47:00,2021-11-01,Going over my statistics assignment,neutral,neutral,0,5,0.7036932
2000625,2022-11-22 15:00:00,2022-11-01,My brain freezes when I see math problems,negative,negative,1,7,0.77775466
2000626,2021-03-04 03:57:00,2021-03-01,Learning math makes me feel accomplished,positive,positive,0,2,0.8222204
2000627,2024-11-24 00:48:00,2024-11-01,Statistics can actually be fun,positive,positive,0,8,0.77768254
2000628,2022-08-25 10:54:00,2022-08-01,Completely lost in statistics class,negative,negative,1,1,0.822207
2000629,2022-07-12 16:21:00,2022-07-01,Feeling confident for my math exam,positive,positive,0,2,0.703698
2000630,2024-04-16 15:28:00,2024-04-01,Working on some algebra problems,neutral,neutral,0,4,0.7777589
2000631,2024-02-21 09:53:00,2024-02-01,Math is challenging but I love it,positive,positive,0,0,0.70370215
2000632,2021-03-22 04:11:00,2021-03-01,My brain freezes when I see math problems,negative,negative,1,7,0.77775556
2000633,2022-05-17 21:19:00,2022-05-01,My brain freezes when I see math problems,negative,negative,1,7,0.7777556
2000634,2023-08-13 03:40:00,2023-08-01,Working on some algebra problems,neutral,neutral,0,4,0.77775836
2000635,2024-12-23 03:40:00,2024-12-01,Math puzzles are the best brain exercise,positive,positive,0,7,0.82220113
2000636,2024-05-15 08:43:00,2024-05-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000637,2024-05-29 08:52:00,2024-05-01,Math is challenging but I love it,positive,positive,0,0,0.70370215
2000638,2023-08-12 19:14:00,2023-08-01,My brain freezes when I see math problems,negative,negative,1,7,0.77775514
2000639,2021-07-10 07:51:00,2021-07-01,Scored 100% on my algebra test!,positive,positive,0,2,0.7036705
2000640,2023-01-14 02:37:00,2023-01-01,Math puzzles are the best brain exercise,positive,positive,0,7,0.8222015
2000641,2022-06-10 17:22:00,2022-06-01,Completely lost in statistics class,negative,negative,1,1,0.8222069
2000642,2023-08-24 00:11:00,2023-08-01,This math homework is giving me a headache,negative,negative,1,3,0.77777743
2000643,2024-08-23 03:54:00,2024-08-01,This math homework is giving me a headache,negative,negative,1,3,0.77777743
2000644,2023-12-29 17:15:00,2023-12-01,Feeling stressed before my algebra exam,negative,negative,1,2,0.822213
2000645,2024-12-19 11:58:00,2024-12-01,Completely lost in statistics class,negative,negative,1,1,0.8222072
2000646,2021-09-11 06:26:00,2021-09-01,Had a great study session with friends for math,positive,positive,0,8,0.8222144
2000647,2024-11-06 02:41:00,2024-11-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000648,2023-01-05 19:10:00,2023-01-01,Feeling confident for my math exam,positive,positive,0,2,0.7036979
2000649,2022-02-26 03:34:00,2022-02-01,Scored 100% on my algebra test!,positive,positive,0,2,0.7036759
2000650,2022-07-01 18:59:00,2022-07-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000651,2024-10-09 14:55:00,2024-10-01,Completely lost in statistics class,negative,negative,1,1,0.8222069
2000652,2024-06-19 10:33:00,2024-06-01,Completely lost in statistics class,negative,negative,1,1,0.82220715
2000653,2022-10-25 15:14:00,2022-10-01,Solved 5 problems in my math workbook,neutral,neutral,0,6,0.7777583
2000654,2021-01-13 02:11:00,2021-01-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000655,2023-09-07 21:33:00,2023-09-01,Completely lost in statistics class,negative,negative,1,1,0.82220703
2000656,2023-06-06 21:48:00,2023-06-01,Studying math for tomorrow's class,neutral,neutral,0,8,0.77776796
2000657,2023-01-03 13:40:00,2023-01-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000658,2023-12-10 09:58:00,2023-12-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000659,2021-10-07 12:13:00,2021-10-01,Completely lost in statistics class,negative,negative,1,1,0.8222072
2000660,2023-05-18 05:45:00,2023-05-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000661,2022-10-13 17:43:00,2022-10-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000662,2021-05-23 23:21:00,2021-05-01,Scored 100% on my algebra test!,positive,positive,0,2,0.70368016
2000663,2023-04-17 23:23:00,2023-04-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000664,2023-10-22 21:11:00,2023-10-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000665,2024-02-12 06:18:00,2024-02-01,Math club meets today,neutral,neutral,0,0,0.77777743
2000666,2021-11-21 14:47:00,2021-11-01,Practicing some math exercises,neutral,neutral,0,5,0.70369947
2000667,2023-05-23 08:44:00,2023-05-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000668,2022-05-30 23:23:00,2022-05-01,Practicing some math exercises,neutral,neutral,0,5,0.70369816
2000669,2024-10-30 04:14:00,2024-10-01,This math homework is giving me a headache,negative,negative,1,3,0.77777743
2000670,2024-03-16 09:46:00,2024-03-01,Feeling stressed before my algebra exam,negative,negative,1,2,0.8222126
2000671,2024-05-30 19:47:00,2024-05-01,Completely lost in statistics class,negative,negative,1,1,0.8222073
2000672,2022-04-24 02:59:00,2022-04-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000673,2022-02-22 21:44:00,2022-02-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000674,2023-10-07 01:04:00,2023-10-01,Scored 100% on my algebra test!,positive,positive,0,2,0.70367664
2000675,2023-11-21 14:48:00,2023-11-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000676,2021-06-28 22:22:00,2021-06-01,Attending a calculus lecture this afternoon,neutral,neutral,0,3,0.85185164
2000677,2021-03-07 01:02:00,2021-03-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000678,2024-06-19 04:42:00,2024-06-01,Math puzzles are the best brain exercise,positive,positive,0,7,0.8222012
2000679,2023-09-28 18:34:00,2023-09-01,Math is challenging but I love it,positive,positive,0,0,0.70370215
2000680,2022-06-16 06:28:00,2022-06-01,Math anxiety is ruining my grades,negative,negative,1,2,0.7777774
2000681,2021-12-12 17:55:00,2021-12-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000682,2021-02-11 05:33:00,2021-02-01,Math anxiety is ruining my grades,negative,negative,1,2,0.7777774
2000683,2022-02-07 11:40:00,2022-02-01,Working on some algebra problems,neutral,neutral,0,4,0.77775735
2000684,2022-12-16 03:22:00,2022-12-01,Math class is scheduled at 2pm,neutral,neutral,0,8,0.7036822
2000685,2022-10-07 21:14:00,2022-10-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000686,2022-08-31 23:41:00,2022-08-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000687,2022-02-01 21:14:00,2022-02-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000688,2021-10-23 12:26:00,2021-10-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000689,2022-08-04 12:47:00,2022-08-01,Proud of my progress in math class,positive,positive,0,1,0.7777706
2000690,2023-07-22 00:51:00,2023-07-01,Statistics can actually be fun,positive,positive,0,8,0.77769154
2000691,2024-02-09 12:31:00,2024-02-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000692,2022-03-31 20:37:00,2022-03-01,Proud of my progress in math class,positive,positive,0,1,0.77777106
2000693,2022-12-05 09:53:00,2022-12-01,Math class is scheduled at 2pm,neutral,neutral,0,8,0.7036816
2000694,2023-04-19 02:06:00,2023-04-01,I can't handle these equations anymore,negative,negative,1,4,0.8222215
2000695,2021-08-17 06:21:00,2021-08-01,Math class is scheduled at 2pm,neutral,neutral,0,8,0.70368195
2000696,2023-08-29 03:18:00,2023-08-01,Enjoying solving complex equations,positive,positive,0,1,0.82214135
2000697,2022-04-16 07:26:00,2022-04-01,Enjoying solving complex equations,positive,positive,0,1,0.82214105
2000698,2022-11-16 08:10:00,2022-11-01,Studying math for tomorrow's class,neutral,neutral,0,8,0.77776796
2000699,2022-01-19 03:25:00,2022-01-01,Learning math makes me feel accomplished,positive,positive,0,2,0.8222204
2000700,2022-04-27 20:16:00,2022-04-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000701,2022-01-13 20:23:00,2022-01-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000702,2021-07-12 14:40:00,2021-07-01,Going over my statistics assignment,neutral,neutral,0,5,0.70369333
2000703,2023-05-28 12:53:00,2023-05-01,Math is challenging but I love it,positive,positive,0,0,0.70370215
2000704,2023-04-13 04:08:00,2023-04-01,Feeling confident for my math exam,positive,positive,0,2,0.7036979
2000705,2022-08-07 15:58:00,2022-08-01,Solved 5 problems in my math workbook,neutral,neutral,0,6,0.7777601
2000706,2023-04-21 12:28:00,2023-04-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000707,2023-10-17 05:10:00,2023-10-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000708,2021-05-20 19:55:00,2021-05-01,This math homework is giving me a headache,negative,negative,1,3,0.77777743
2000709,2021-11-29 03:16:00,2021-11-01,Completely lost in statistics class,negative,negative,1,1,0.82220715
2000710,2023-08-06 21:09:00,2023-08-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000711,2021-12-03 17:25:00,2021-12-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000712,2021-01-23 19:24:00,2021-01-01,My brain freezes when I see math problems,negative,negative,1,7,0.7777576
2000713,2021-12-10 00:16:00,2021-12-01,This math homework is giving me a headache,negative,negative,1,3,0.77777743
2000714,2024-04-12 20:31:00,2024-04-01,I can't handle these equations anymore,negative,negative,1,4,0.82222164
2000715,2022-05-17 15:58:00,2022-05-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000716,2021-06-28 21:32:00,2021-06-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000717,2021-10-24 11:11:00,2021-10-01,My brain freezes when I see math problems,negative,negative,1,7,0.77775437
2000718,2023-05-25 22:37:00,2023-05-01,My brain freezes when I see math problems,negative,negative,1,7,0.77775395
2000719,2024-12-15 19:02:00,2024-12-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000720,2022-01-16 23:51:00,2022-01-01,Reviewing geometry notes,neutral,neutral,0,8,0.7777771
2000721,2021-12-04 03:16:00,2021-12-01,Math is challenging but I love it,positive,positive,0,0,0.70370215
2000722,2024-08-18 18:43:00,2024-08-01,My brain freezes when I see math problems,negative,negative,1,7,0.777755
2000723,2023-08-29 15:45:00,2023-08-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000724,2023-06-08 08:47:00,2023-06-01,Math class is scheduled at 2pm,neutral,neutral,0,8,0.7036823
2000725,2023-10-22 05:37:00,2023-10-01,Reviewing geometry notes,neutral,neutral,0,8,0.7777771
2000726,2022-01-03 11:58:00,2022-01-01,Learning about derivatives and integrals,neutral,neutral,0,2,0.7777773
2000727,2022-07-08 09:51:00,2022-07-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000728,2021-11-08 00:07:00,2021-11-01,I can't handle these equations anymore,negative,negative,1,4,0.8222215
2000729,2022-10-08 22:46:00,2022-10-01,My brain freezes when I see math problems,negative,negative,1,7,0.7777576
2000730,2023-05-05 01:49:00,2023-05-01,Enjoying solving complex equations,positive,positive,0,1,0.8221406
2000731,2024-11-04 11:44:00,2024-11-01,This math homework is giving me a headache,negative,negative,1,3,0.77777743
2000732,2022-03-19 11:45:00,2022-03-01,Enjoying solving complex equations,positive,positive,0,1,0.8221418
2000733,2021-07-15 02:44:00,2021-07-01,Learning about derivatives and integrals,neutral,neutral,0,2,0.7777773
2000734,2022-02-03 21:34:00,2022-02-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000735,2022-05-07 04:51:00,2022-05-01,Statistics can actually be fun,positive,positive,0,8,0.77769077
2000736,2022-04-19 05:21:00,2022-04-01,Math club meets today,neutral,neutral,0,0,0.77777743
2000737,2024-05-21 16:16:00,2024-05-01,Attending a calculus lecture this afternoon,neutral,neutral,0,3,0.85185164
